LC,Grade,itemkey,Source,questionkey,correctanswervalue,mostcommonwronganswer,total_students,pct_A,pct_B,pct_C,pct_D,pct_E,pct_F,reportingquestiontypename,pct_G,Question Text,Image Summary,choice_A,DR A,choice_B,DR B,choice_C,DR C,choice_D,DR D,choice_E,DR E,choice_F,DR F,choice_G,DR G,Image Summary (if present),MostCommonDR,Learning_Component_Text
MATH-00048,2,i129694,Interim_eedi,q125243,B,C,19281.0,8.578393236865,66.220631709973,26.357554068772,,,,MULTICHOICE,,"Which number represents the same amount as 7 tens, 4 ones, and 6 hundreds?",,476,Student switched the hundreds and the ones places; used the ones place as the place farthest left and the hundreds place as the place farthest right.,674,Correct.,746,"Student wrote the numbers in the order they appear in the problem, ignoring place value.",,,,,,,,,,"Student wrote the numbers in the order they appear in the problem, ignoring place value.","Given the number of hundreds, tens, and/or ones, write a three- digit number"
MATH-00048,2,i151609,Interim_eedi,q156862,A,C,549.0,94.535519125683,2.367941712204,3.096539162112,,,,MULTICHOICE,,What amount is represented by the picture below?,"Base-10 blocks are shown: 2 large flat hundred-squares (each representing 100), 5 vertical ten-rods (each representing 10), and 8 small unit cubes (each representing 1), totaling 258.",258,Correct.,303,Student counted the total number of tens and ones in the image (13) and thought it was necessary to bundle that amount into a hundred.,852,"Student identified the digit in each place value, but reversed the order of the place values, transposing ones and hundreds.",,,,,,,,,,"Student identified the digit in each place value, but reversed the order of the place values, transposing ones and hundreds.","Given the number of hundreds, tens, and/or ones, write a three- digit number"
MATH-00049,2,i185049,Compass,q187861,B,C,187.0,17.112299465240643,51.8716577540107,31.016042780748663,,,,MULTICHOICE,,Which amount is equal to 40?,,4 ones,"Student misinterpreted the place values in the number, treating the larger place value as the smaller place value.",40 ones,Correct.,40 tens,Student misinterpreted the given number as the number of units of the largest place value.,,,,,,,,,,Student misinterpreted the given number as the number of units of the largest place value.,Decompose a two-digit number into its tens and ones
MATH-00049,2,i129036,Interim_eedi,q124447,C,A,4996.0,8.626901521216,7.586068855084,84.107285828662,,,,MULTICHOICE,,Which amount is equal to 82?,,82 tens,Student confused the value of ones and tens.,8 ones + 2 tens,Student confused ones and tens.,8 tens + 2 ones,Correct.,,,,,,,,,,Student confused the value of ones and tens.,Decompose a two-digit number into its tens and ones
MATH-00049,2,i129693,Interim_eedi,q125242,B,C,19472.0,9.454601479046,59.372432210353,32.056285949055,,,,MULTICHOICE,,Which amount is equal to 40?,,4 ones,Student confused the values of tens and ones.,40 ones,Correct.,40 tens,"Student confused the values of ones and tens, OR chose tens because 4 is in the tens place.",,,,,,,,,,"Student confused the values of ones and tens, OR chose tens because 4 is in the tens place.",Decompose a two-digit number into its tens and ones
MATH-00050,2,i185050,Compass,q187862,B,A,183.0,20.218579234972676,60.10928961748634,19.672131147540984,,,,MULTICHOICE,,Which of the following is equal to 307?,,3 hundreds + 7 tens,"Student represented the non-zero digits of the original number, assigning them descending place values.",3 hundreds + 7 ones,Correct.,30 hundreds + 7 ones,"Student attributed the first two digits of the given number to the highest place value of the number rather than separating them, likely because the second digit is a zero.",,,,,,,,,,"Student represented the non-zero digits of the original number, assigning them descending place values.","Decompose a three-digit number into its hundreds, tens, and ones"
MATH-00050,2,i129695,Interim_eedi,q125244,B,C,18611.0,12.900972543119,71.500725377464,16.108752888076,,,,MULTICHOICE,,Which of the following is equal to 307?,,3 hundreds + 7 tens,Student misrepresented ones as tens.,3 hundreds + 7 ones,Correct.,30 hundreds + 7 ones,Student used the digits in the order they appear in the question and misrepresented 3 hundreds as 30 hundreds.,,,,,,,,,,Student used the digits in the order they appear in the question and misrepresented 3 hundreds as 30 hundreds.,"Decompose a three-digit number into its hundreds, tens, and ones"
MATH-00050,2,i132080,Interim_eedi,q129696,C,B,8044.0,13.538040775733,18.523122824465,68.299353555445,,,,MULTICHOICE,,Which of the following has the same value as 907?,,9 tens + 7 ones,"Student ignored the zero placeholder in the tens place, OR confused the value of the hundreds place with the value of the tens place.",9 hundreds + 7 tens,Student confused the value of the ones place with the value of the tens place.,9 hundreds + 7 ones,Correct.,,,,,,,,,,Student confused the value of the ones place with the value of the tens place.,"Decompose a three-digit number into its hundreds, tens, and ones"
MATH-00050,2,i151672,Interim_eedi,q156979,B,A,546.0,10.62271062271,85.897435897435,3.479853479853,,,,MULTICHOICE,,Which is equal to 674?,,6 ones 7 tens and 4 hundreds,Student switched the hundreds and the ones places; used the ones place as the place farthest left and the hundreds place as the place farthest right.,6 hundreds 7 tens and 4 ones,Correct.,6 hundreds 7 ones and 4 tens,"Student wrote the numbers in the order they appear in the problem, and swapped the ones and tens places.",,,,,,,,,,Student switched the hundreds and the ones places; used the ones place as the place farthest left and the hundreds place as the place farthest right.,"Decompose a three-digit number into its hundreds, tens, and ones"
MATH-00056,2,i185051,Compass,q187863,B,A,181.0,18.784530386740332,74.03314917127072,7.18232044198895,,,,MULTICHOICE,,Which shows the number 403 in expanded form?,,40 + 3,"Student misinterpreted how to decompose a number, combining two place values into a single value based on the digits rather than their place value.",400 + 3,Correct.,400 + 30,Student misinterpreted a non-zero digit with an adjacent zero digit as the value of the place value of the non-zero digit.,,,,,,,,,,"Student misinterpreted how to decompose a number, combining two place values into a single value based on the digits rather than their place value.","Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and expanded form"
MATH-00056,2,i112434,Interim_eedi,q100277,C,A,4981.0,11.905239911664,7.709295322224,80.807066854045,,,,MULTICHOICE,,Which number is equal to the expression below? 3 + 500 + 70,,357,"Student took the first digit from each value as it appears in the question, ignoring place value.",537,Student confused the ones and the tens.,573,Correct.,,,,,,,,,,"Student took the first digit from each value as it appears in the question, ignoring place value.","Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and expanded form"
MATH-00056,2,i112545,Interim_eedi,q110923,B,A,6994.0,16.414069202173,68.71604232199,15.184443808979,,,,MULTICHOICE,,Which number sentence is true?,,Five hundred sixty = 506,Student confused sixty and six; represented tens as ones.,7 ones 6 hundreds 2 tens = 627,Correct.,10 + 700 + 9 = 179,Student wrote the first digit of each number in the order they were given; did not recognize the value of each place.,,,,,,,,,,Student confused sixty and six; represented tens as ones.,"Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and expanded form"
MATH-00056,2,i138099,Interim_eedi,q142511,B,A,18656.0,14.338550600343,75.075042881646,10.977701543739,,,,MULTICHOICE,,Which shows the number 403 in expanded form?,,40 + 3,"Student represented 4 hundreds and 0 tens with the number ""40"" because it has a 4 followed by a 0.",400 + 3,Correct.,400 + 30,Student represented the 3 ones as 3 tens; confused the tens place and ones place.,,,,,,,,,,"Student represented 4 hundreds and 0 tens with the number ""40"" because it has a 4 followed by a 0.","Read and write numbers to 1,000 by moving between base-ten numerals (standard form) and expanded form"
MATH-00057,2,i185053,Compass,q187865,C,B,186.0,13.440860215053764,15.591397849462366,70.96774193548387,,,,MULTICHOICE,,What is another way to write the expression below? 20 + 7 + 600,,Two hundred sixty-seven,Student confused the tens place with the hundreds place.,Two hundred seventy-six,Student ignored place value and put the first digit of each addend in order from left to right.,Six hundred twenty-seven,Correct.,,,,,,,,,,Student ignored place value and put the first digit of each addend in order from left to right.,"Read and write numbers to 1,000 by moving between number names (word form) and expanded form"
MATH-00057,2,i112353,Interim_eedi,q110890,C,A,6969.0,24.738125986511,10.761945759793,64.90170756206,,,,MULTICHOICE,,Which choice shows two correct ways to write 59?,,Fifteen-nine / 50 + 9,"Student thought the word ""fifteen"" and the numerals ""50"" referred to the same number.",Fifty-nine / 5 + 9,Student did not take the place value of each digit into account.,Fifty-nine / 50 + 9,Correct.,,,,,,,,,,"Student thought the word ""fifteen"" and the numerals ""50"" referred to the same number.","Read and write numbers to 1,000 by moving between number names (word form) and expanded form"
